,ts_code,slope5,slope10,slope20,slope30,slope54
58,000156.SZ,-0.0810000000000014,0.0081818181818185,0.0359398496240602,0.0187363737486093,0.0184619782732989
90,000501.SZ,-0.5210000000000011,0.0985454545454548,0.1153007518796991,0.0714527252502778,0.0368515342100245
107,000524.SZ,-0.2070000000000016,0.0395151515151523,0.0557293233082706,0.0353325917686315,0.024664760815704
112,000530.SZ,-0.0910000000000008,0.2061818181818183,0.1051203007518795,0.0591879866518352,0.0493718315227748
135,000558.SZ,-0.2970000000000008,0.1047878787878789,0.0877067669172931,0.0532102335928809,0.0261951591385553
140,000564.SZ,-0.1120000000000007,0.0086060606060607,0.0547744360902255,0.0454060066740822,0.0459942824471126
157,000592.SZ,-0.1350000000000003,0.0154545454545457,0.038721804511278,0.0231167964404893,0.0263666857251762
171,000610.SZ,-0.5560000000000016,0.0781212121212129,0.1051428571428566,0.0679399332591766,0.0342126929674098
176,000620.SZ,-0.0660000000000002,0.0007878787878787,0.0366390977443608,0.021817575083426,0.0191400800457403
185,000631.SZ,-0.0360000000000001,0.0139393939393939,0.0136691729323307,0.0218687430478308,0.0178692586239755
210,000679.SZ,-0.4850000000000021,0.0895151515151516,0.1304962406015035,0.1109499443826473,0.0719988564894224
222,000697.SZ,-0.0190000000000006,0.023757575757576,0.0477368421052631,0.0029610678531699,0.0172086906803887
242,000721.SZ,-0.557000000000003,0.0038181818181814,0.1195488721804509,0.0874505005561733,0.0760594625500285
252,000735.SZ,-0.0620000000000004,0.0115757575757574,0.0275413533834585,0.0464226918798664,0.0353180865256335
277,000785.SZ,-0.3220000000000004,0.0788484848484849,0.1002481203007519,0.0623314794215794,0.028353344768439
292,000802.SZ,-0.1300000000000006,0.0090303030303031,0.0171052631578944,0.0304582869855394,0.0440030493615398
295,000809.SZ,-0.0410000000000007,0.0458181818181819,0.0445037593984962,0.0290812013348164,0.0204154755098151
297,000811.SZ,-0.3090000000000004,0.0737575757575761,0.098781954887218,0.031472747497219,0.0413024585477413
301,000816.SZ,-0.2660000000000002,0.0406666666666666,0.0732932330827067,0.0460734149054504,0.0266662854964741
318,000848.SZ,-0.054,0.0474545454545459,0.0409924812030073,0.0233659621801999,0.0297247951210214
324,000859.SZ,-0.0130000000000009,0.1889696969696974,0.0624962406015036,0.0315951056729698,0.060289689346293
327,000863.SZ,-0.1040000000000004,0.1090909090909092,0.0647067669172931,0.0401824249165739,0.0178212311797217
341,000888.SZ,-0.1950000000000021,0.0135757575757568,0.0777067669172928,0.0341423804226916,0.0175540308747854
383,000949.SZ,-0.0930000000000005,0.0045454545454545,0.0320375939849623,0.0240333704115683,0.0260552696779111
406,000980.SZ,-0.07,0.0073333333333333,0.0374812030075187,0.0163581757508341,0.0234011816275966
415,000995.SZ,-0.129000000000002,0.2596363636363637,0.1831578947368416,0.1109966629588428,0.0854400609872305
436,001222.SZ,-0.003000000000003,0.0264242424242423,0.1156165413533829,0.1368832035595102,0.1012837812083092
477,001313.SZ,-0.0200000000000011,0.0044848484848484,0.1011428571428569,0.0677263626251388,0.0267970268724984
